Name,Position,Team,Games,Season,Age,Salary,Goals,Assists,Goals_Sixty,Assists_Sixty,CF_Percent,PDO,CFRel_Percent,Corsi,CorsiFor,CorsiAgainst,Shots,TOI
Jeff.Schultz,D,WSH,79,20092010,23,0.715,3,21,0.14,0.99,54.91,105.2,2.19,252,1410,1158,42,1273.98
Jeff.Schultz,D,WSH,80,20102011,24,2.5,1,5,0.05,0.23,49.25,100.66,-3,-37,1215,1252,37,1322.9
Jeff.Schultz,D,WSH,64,20112012,25,2.5,1,3,0.07,0.21,46.24,99.18,-5.1,-118,725,843,22,874.55
Jeff.Schultz,D,WSH,26,20122013,26,3,0,3,0,0.56,46.91,96.48,-3.06,-35,266,301,12,321.22
Jeff.Schultz,D,L.A,7,20132014,27,0.7,0,0,0,0,54.17,96.39,-3.34,16,104,88,1,108.38
Jeff.Schultz,D,L.A,9,20142015,28,0.85,0,1,0,0.47,57,100,-1.64,28,114,86,7,128.86
Jeff.Schultz,D,L.A,1,20152016,29,0.85,0,0,0,0,44.44,85.71,3.97,-2,8,10,1,12.01
Justin.Schultz,D,EDM,48,20122013,22,0.925,4,7,0.3,0.52,43.88,98.33,-1.12,-183,656,839,42,807.36
Justin.Schultz,D,EDM,74,20132014,23,0.925,9,10,0.42,0.47,42.86,100.01,-2.55,-345,1036,1381,54,1277.14
Justin.Schultz,D,EDM,81,20142015,24,3.675,6,13,0.24,0.53,50.24,98.63,3.58,13,1386,1373,84,1483.56
Justin.Schultz,D,PIT/EDM,53,20152016,25,3.9,2,4,0.15,0.3,49.19,98.06,-0.54,-24,729,753,47,802.58
Nick.Schultz,D,MIN,82,20072008,25,NA,1,12,0.05,0.56,47.26,101.58,-2.38,-115,993,1108,49,1286.77
Nick.Schultz,D,MIN,79,20082009,26,3.2,2,6,0.09,0.28,42.82,100.57,-6.85,-309,921,1230,42,1298.69
Nick.Schultz,D,MIN,80,20092010,27,3.4,0,12,0,0.55,46.15,100.28,-2.75,-174,1042,1216,66,1310.82
Nick.Schultz,D,MIN,74,20102011,28,3.6,3,12,0.15,0.6,46.89,100.68,2.87,-134,1009,1143,38,1204.12
Nick.Schultz,D,EDM/MIN,82,20112012,29,3.6,0,5,0,0.23,42.6,99.74,-3.09,-347,999,1346,37,1298.28
Nick.Schultz,D,EDM,48,20122013,30,3.6,1,7,0.08,0.57,46.09,96.59,2.24,-106,624,730,31,734.02
Nick.Schultz,D,CBJ/EDM,71,20132014,31,3.6,0,3,0,0.19,42.27,98.44,-4.42,-264,722,986,34,954.59
Nick.Schultz,D,PHI,80,20142015,32,1.25,2,12,0.1,0.59,47.4,99.9,-2.93,-113,1028,1141,58,1222.33
Nick.Schultz,D,PHI,71,20152016,33,2.25,1,8,0.06,0.47,46.22,101.04,-5.17,-139,849,988,51,1016.99
Jaden.Schwartz,LC,STL,7,20112012,19,0.69,1,1,0.85,0.85,42.11,106.13,-9.5,-18,48,66,4,70.85
Jaden.Schwartz,LC,STL,51,20122013,20,0.9,7,6,0.7,0.6,52.1,97.45,0.07,42,521,479,54,604.2
Jaden.Schwartz,LC,STL,86,20132014,21,0.9,17,25,0.87,1.28,56.06,102.31,4.3,251,1161,910,129,1171.81
Jaden.Schwartz,LC,STL,81,20142015,22,2,17,24,0.9,1.27,52.8,100.17,0.66,116,1095,979,138,1132.16
Jaden.Schwartz,LC,STL,24,20152016,23,2.7,4,8,0.75,1.51,56.13,103.11,1.75,73,334,261,27,317.99
John.Scott,LD,MIN,20,20082009,25,0.522,0,1,0,0.34,42.37,100.72,-5.59,-45,125,170,5,177.95
John.Scott,LD,MIN,51,20092010,26,0.5,1,1,0.14,0.14,50.69,98.98,3.39,10,368,358,21,423.58
John.Scott,LD,CHI,44,20102011,27,0.5,0,1,0,0.23,49.89,101.89,-2.09,-1,221,222,17,265.32
John.Scott,LD,CHI/NYR,35,20112012,28,0.525,0,1,0,0.26,51.12,97.74,0.29,8,182,174,9,229.22
John.Scott,LD,BUF,34,20122013,29,0.6,0,0,0,0,45.56,98.63,-0.45,-24,123,147,15,187.6
John.Scott,LD,BUF,56,20132014,30,0.75,1,0,0.16,0,39.84,95.14,-4.64,-124,243,367,15,370.23
John.Scott,LD,S.J,38,20142015,31,0.7,2,1,0.43,0.21,45.73,100.74,-6.53,-42,225,267,16,280.61
John.Scott,LD,ARI,11,20152016,32,0.575,0,1,0,0.91,49.44,99.24,2.93,-1,44,45,6,66.22
Rob.Scuderi,D,PIT,91,20072008,28,0.7,0,7,0,0.33,44.57,101.68,-0.59,-232,953,1185,28,1291.48
Rob.Scuderi,D,PIT,105,20082009,29,0.725,2,15,0.08,0.58,46.53,102.43,-2.49,-198,1326,1524,52,1564.63
Rob.Scuderi,D,L.A,78,20092010,30,3.4,0,10,0,0.49,48.87,100.88,-1.9,-46,991,1037,36,1234.13
Rob.Scuderi,D,L.A,88,20102011,31,3.4,2,14,0.08,0.57,48.36,100.91,-4.17,-88,1296,1384,43,1461.68
Rob.Scuderi,D,L.A,101,20112012,32,3.4,1,8,0.03,0.28,52.77,99.21,-2.16,171,1629,1458,67,1732.79
Rob.Scuderi,D,L.A,66,20122013,33,3.4,1,13,0.05,0.66,49.95,100,-6.99,-2,1044,1046,41,1187.91
Rob.Scuderi,D,PIT,66,20132014,34,4,0,4,0,0.24,44.73,99.03,-7.21,-194,824,1018,29,1014.56
Rob.Scuderi,D,PIT,87,20142015,35,4,1,7,0.05,0.32,51.1,100.58,-2.36,50,1157,1107,49,1320.61
Rob.Scuderi,D,PIT/L.A/CHI,54,20152016,36,3,0,8,0,0.65,45.9,100.96,-4.71,-105,588,693,30,735.66
Brent.Seabrook,D,CHI,82,20072008,22,NA,4,11,0.19,0.53,49.87,100.79,0.1,-5,949,954,103,1234.83
Brent.Seabrook,D,CHI,99,20082009,23,3.5,2,14,0.07,0.51,53.86,99.79,-0.6,212,1479,1267,106,1638.89
Brent.Seabrook,D,CHI,100,20092010,24,3.5,4,22,0.14,0.75,53.82,100.01,-2.37,240,1692,1452,117,1752.97
Brent.Seabrook,D,CHI,87,20102011,25,3.5,4,19,0.15,0.72,53.03,98.82,1.13,172,1507,1335,102,1592.88
Brent.Seabrook,D,CHI,84,20112012,26,7,7,18,0.26,0.67,54.15,99.56,0.53,243,1586,1343,109,1600.18
Brent.Seabrook,D,CHI,70,20122013,27,7,7,5,0.35,0.25,52.91,100.79,-2.64,124,1129,1005,60,1197.55
Brent.Seabrook,D,CHI,98,20132014,28,5,4,31,0.14,1.08,55.13,100.06,1.42,330,1774,1444,121,1724.56
Brent.Seabrook,D,CHI,105,20142015,29,5,10,14,0.31,0.44,52.39,100.16,-0.95,178,1951,1773,141,1908.84
Brent.Seabrook,D,CHI,73,20152016,30,5,6,7,0.28,0.33,48.09,100.27,-4.47,-92,1156,1248,86,1275.17
Daniel.Sedin,L,VAN,82,20072008,26,3.575,15,21,0.84,1.17,55.07,99.16,10.17,186,1010,824,147,1073.54
Daniel.Sedin,L,VAN,91,20082009,27,3.575,22,32,1.1,1.59,54.1,104.37,7.45,175,1154,979,184,1204.98
Daniel.Sedin,L,VAN,75,20092010,28,6.1,24,45,1.34,2.51,56.9,105.08,7.02,282,1162,880,157,1076.19
Daniel.Sedin,L,VAN,107,20102011,29,6.1,26,42,1.02,1.65,57.54,101.8,7.26,438,1671,1233,239,1530.53
Daniel.Sedin,L,VAN,74,20112012,30,6.1,15,22,0.85,1.25,58.59,101.37,8.91,332,1132,800,146,1054.54
Daniel.Sedin,L,VAN,51,20122013,31,6.1,8,18,0.65,1.46,61.19,101.87,13.51,289,790,501,109,738.15
Daniel.Sedin,L,VAN,73,20132014,32,6.1,11,18,0.61,1,56.92,99.94,8.02,269,1107,838,146,1077.15
Daniel.Sedin,L,VAN,88,20142015,33,7,13,25,0.66,1.28,54.55,98.22,6.33,188,1128,940,165,1174.88
Daniel.Sedin,L,VAN,72,20152016,34,7,15,18,0.94,1.13,49.45,103.18,3.18,-18,811,829,144,958.06
Henrik.Sedin,C,VAN,82,20072008,26,3.575,9,31,0.49,1.7,52.45,99.63,6.43,92,985,893,78,1094.88
Henrik.Sedin,C,VAN,91,20082009,27,3.575,16,38,0.77,1.83,54,103.63,7.45,178,1202,1024,98,1245.17
Henrik.Sedin,C,VAN,94,20092010,28,6.1,22,65,0.97,2.87,56.4,104.67,6.69,328,1445,1117,118,1361.12
Henrik.Sedin,C,VAN,107,20102011,29,6.1,8,54,0.3,2.04,56.57,100.5,5.93,393,1691,1298,134,1584.47
Henrik.Sedin,C,VAN,87,20112012,30,6.1,6,45,0.29,2.19,57.95,102.6,7.44,370,1349,979,77,1235.6
Henrik.Sedin,C,VAN,52,20122013,31,6.1,7,20,0.55,1.58,60.42,103.66,12.64,279,809,530,49,759.13
Henrik.Sedin,C,VAN,70,20132014,32,6.1,7,25,0.41,1.47,55.63,101.3,6.38,210,1038,828,63,1023.8
Henrik.Sedin,C,VAN,88,20142015,33,7,7,28,0.35,1.42,55.43,98.96,7.6,229,1168,939,80,1183.78
Henrik.Sedin,C,VAN,64,20152016,34,7,4,22,0.28,1.54,49.69,102.07,3.27,-9,724,733,54,854.53
Brandon.Segal,R,T.B,2,20082009,25,0.525,0,0,0,0,53.49,100,7.15,3,23,20,2,26.28
Brandon.Segal,R,DAL/L.A,43,20092010,26,0.55,6,6,0.93,0.93,48.79,102.46,0.83,-16,322,338,49,385.04
Brandon.Segal,R,DAL,46,20102011,27,0.55,5,5,0.82,0.82,46.53,102.51,-1.89,-41,275,316,35,367.62
Brandon.Segal,R,T.B,10,20112012,28,0.525,0,0,0,0,45.19,90.91,3.93,-10,47,57,8,64.35
Brandon.Segal,R,NYR,1,20122013,29,0.55,0,0,0,0,33.33,100,-10.67,-2,2,4,0,5.15
Tyler.Seguin,CR,BOS,87,20102011,18,0.9,13,12,0.86,0.79,48.95,101.54,-1.71,-37,863,900,127,911.02
Tyler.Seguin,CR,BOS,88,20112012,19,0.9,24,29,1.17,1.42,59.29,102.78,7.33,439,1401,962,204,1229.38
Tyler.Seguin,CR,BOS,70,20122013,20,0.9,11,16,0.69,1.01,57.43,102.14,5.93,284,1098,814,167,953.45
Tyler.Seguin,CR,DAL,86,20132014,21,4.5,25,30,1.24,1.49,52.88,103.07,3.01,139,1277,1138,172,1205.87
Tyler.Seguin,CR,DAL,71,20142015,22,5.5,21,24,1.23,1.41,54.2,101.42,3.49,172,1109,937,150,1024.68
Tyler.Seguin,CR,DAL,72,20152016,23,6,22,17,1.23,0.95,55.06,98.24,2.94,214,1164,950,142,1070.46
Dennis.Seidenberg,D,CAR,47,20072008,26,NA,0,7,0,0.64,50.9,100.68,-0.46,23,650,627,55,660.26
Dennis.Seidenberg,D,CAR,86,20082009,27,1.2,4,19,0.17,0.81,50.19,98.35,-2.17,10,1334,1324,89,1412.01
Dennis.Seidenberg,D,BOS/FLA,79,20092010,28,2.25,2,16,0.09,0.71,47.95,101.16,1.98,-106,1240,1346,99,1347.16
Dennis.Seidenberg,D,BOS,106,20102011,29,3,6,22,0.18,0.66,48.78,101.05,-3,-96,1926,2022,151,1985.27
Dennis.Seidenberg,D,BOS,87,20112012,30,3.25,3,8,0.11,0.3,54.36,99.48,0.5,255,1589,1334,139,1575.65
Dennis.Seidenberg,D,BOS,64,20122013,31,3.25,4,8,0.2,0.4,51.66,101.2,-2.34,77,1196,1119,81,1201.83
Dennis.Seidenberg,D,BOS,34,20132014,32,3.5,1,9,0.1,0.88,49.74,103.46,-5.22,-6,581,587,42,611.53
Dennis.Seidenberg,D,BOS,82,20142015,33,4,3,10,0.12,0.39,48.13,99.56,-5.74,-101,1297,1398,89,1533.59
Dennis.Seidenberg,D,BOS,57,20152016,34,4.5,1,10,0.06,0.63,46.7,99.85,-2.37,-116,820,936,51,957.08
Jiri.Sekac,C,ANA/MTL,76,20142015,22,0.925,7,13,0.45,0.84,49.17,100.67,-1.35,-27,799,826,79,926.14
Jiri.Sekac,C,ARI/CHI/ANA,32,20152016,23,0.925,0,2,0,0.37,53.6,96.2,1.95,38,283,245,38,325.85
Andrej.Sekera,D,BUF,36,20072008,21,0.658,1,3,0.11,0.32,50.34,100.16,0.03,6,449,443,20,562.27
Andrej.Sekera,D,BUF,69,20082009,22,0.659,2,12,0.11,0.66,52.51,97.97,3.93,97,1014,917,58,1086.04
Andrej.Sekera,D,BUF,54,20092010,23,0.75,3,5,0.23,0.39,49.09,100.5,0.41,-26,704,730,44,770.42
Andrej.Sekera,D,BUF,78,20102011,24,1.25,4,17,0.19,0.82,52.07,101.83,2.73,95,1193,1098,58,1240.5
Andrej.Sekera,D,BUF,69,20112012,25,4.25,2,8,0.11,0.43,50.69,100.24,3.25,26,956,930,64,1105.02
Andrej.Sekera,D,BUF,37,20122013,26,3.25,2,8,0.19,0.77,43.37,100.9,-3.26,-153,500,653,24,626.92
Andrej.Sekera,D,CAR,74,20132014,27,1.75,5,18,0.23,0.85,51.48,100.48,1.49,76,1321,1245,88,1277.84
Andrej.Sekera,D,CAR/L.A,73,20142015,28,1.75,2,14,0.09,0.66,54.22,98.24,3.15,202,1298,1096,76,1265.22
Andrej.Sekera,D,EDM,74,20152016,29,6.5,1,7,0.05,0.33,48.3,98.29,-0.91,-80,1134,1214,84,1268.08
Teemu.Selanne,R,ANA,32,20072008,37,NA,5,7,0.73,1.02,49.77,104.91,1.94,-3,323,326,55,413.61
Teemu.Selanne,R,ANA,78,20082009,38,3.25,12,14,0.79,0.92,49.39,101.12,0.86,-20,806,826,93,915.87
Teemu.Selanne,R,ANA,54,20092010,39,2,10,7,0.87,0.61,48.37,102.81,2.41,-40,592,632,98,688.65
Teemu.Selanne,R,ANA,79,20102011,40,3.25,13,27,0.73,1.52,44.8,102.11,0.68,-197,848,1045,112,1064.2
Teemu.Selanne,R,ANA,81,20112012,41,4,14,22,0.77,1.22,49.06,101.5,0.52,-35,918,953,101,1083.9
Teemu.Selanne,R,ANA,53,20122013,42,4.5,7,9,0.62,0.8,46.02,101.03,-1.92,-99,572,671,66,672.33
Teemu.Selanne,R,ANA,76,20132014,43,2,6,15,0.42,1.06,50.51,101.46,0.48,16,799,783,79,848.77
Eric.Selleck,L,FLA,2,20122013,24,0.55,0,1,0,3.87,44,128.57,-6.53,-3,11,14,2,15.52
Alexei.Semenov,D,S.J,24,20072008,26,NA,0,3,0,0.63,51.75,94.13,-0.79,16,237,221,18,283.88
Alexei.Semenov,D,S.J,47,20082009,27,0.65,1,5,0.11,0.55,52.9,99.02,-1.7,53,483,430,26,546.67
Alexander.Semin,R,WSH,70,20072008,23,NA,17,9,1.22,0.65,55.57,98.22,0.1,170,848,678,118,834.32
Alexander.Semin,R,WSH,76,20082009,24,4.2,26,20,1.55,1.19,56.67,101.07,2.64,260,1105,845,175,1005.52
Alexander.Semin,R,WSH,79,20092010,25,5,30,24,1.64,1.31,54.97,104.32,1.8,232,1282,1050,197,1097.95
Alexander.Semin,R,WSH,73,20102011,26,6,22,15,1.35,0.92,54.32,104.15,3.61,163,1025,862,139,981.31
Alexander.Semin,R,WSH,91,20112012,27,6.7,18,24,0.84,1.12,51.28,101.16,4.68,62,1241,1179,158,1282.22
Alexander.Semin,R,CAR,44,20122013,28,7,7,22,0.61,1.91,50.37,104.55,-1.62,11,741,730,99,690.15
Alexander.Semin,R,CAR,65,20132014,29,7,12,14,0.74,0.86,55.21,100.32,6.38,211,1118,907,134,979.1
Alexander.Semin,R,CAR,57,20142015,30,7,6,9,0.46,0.69,55.89,97.49,3.13,162,769,607,72,782.67
Alexander.Semin,R,MTL,15,20152016,31,1.1,1,3,0.38,1.15,55.48,101.1,4.67,33,167,134,16,156.22
Tim.Sestito,CL,EDM,1,20082009,24,0.475,0,0,0,0,42.86,100,-9.32,-1,3,4,1,4.34
Tim.Sestito,CL,N.J,9,20092010,25,0.5,0,1,0,0.57,42.21,97.55,-3.08,-24,65,89,7,105.23
Tim.Sestito,CL,N.J,36,20102011,26,0.5,0,2,0,0.33,46.24,96.9,-6.68,-41,252,293,22,358.66
Tim.Sestito,CL,N.J,19,20112012,27,0.525,0,0,0,0,43.78,93.65,-8.61,-23,81,104,6,153.36
Tim.Sestito,CL,N.J,6,20122013,28,0.525,0,0,0,0,51.52,106.25,-0.38,2,34,32,4,45.89
Tim.Sestito,CL,N.J,16,20132014,29,0.55,0,2,0,0.95,52.83,96.94,-4.58,9,84,75,13,125.69
Tim.Sestito,CL,N.J,15,20142015,30,0.575,0,2,0,0.97,44.17,100.07,-0.01,-19,72,91,9,123.93
Tom.Sestito,L,CBJ,1,20072008,19,0.545,0,0,0,0,55.56,100,-7.94,1,5,4,0,4.9
Tom.Sestito,L,CBJ,3,20092010,21,0.585,0,0,0,0,40.74,100,-8.5,-5,11,16,0,15.78
Tom.Sestito,L,CBJ,9,20102011,22,0.578,1,1,0.83,0.83,46.77,89.25,-6.98,-8,58,66,5,72.33
Tom.Sestito,L,PHI,14,20112012,23,0.55,0,1,0,0.62,48.95,90.87,-5.08,-3,70,73,4,96.4
Tom.Sestito,L,PHI/VAN,31,20122013,24,0.605,3,0,0.91,0,43.89,99.25,-7.55,-39,140,179,11,198.77
Tom.Sestito,L,VAN,77,20132014,25,0.65,4,4,0.48,0.48,44.56,96.28,-7.7,-92,377,469,25,497.77
Tom.Sestito,L,VAN,3,20142015,26,0.85,0,1,0,3.34,26.32,120,-19.02,-18,10,28,0,17.95
Tom.Sestito,L,PIT,2,20152016,27,NA,0,0,0,0,14.29,100,-44.05,-10,2,12,0,9
Devin.Setoguchi,R,S.J,53,20072008,20,0.85,9,7,0.89,0.69,51.98,102.38,-2.25,39,512,473,82,606.78
Devin.Setoguchi,R,S.J,87,20082009,21,0.85,19,21,1.03,1.13,53.64,100.75,-1.01,148,1091,943,176,1110.29
Devin.Setoguchi,R,S.J,84,20092010,22,0.85,15,17,0.84,0.95,52.02,101.27,0.47,86,1108,1022,155,1071.53
Devin.Setoguchi,R,S.J,90,20102011,23,1.8,21,14,1.07,0.71,52.94,98.07,-0.09,131,1179,1048,175,1178.4
Devin.Setoguchi,R,MIN,69,20112012,24,2.75,8,7,0.5,0.44,48.34,97.21,5.82,-56,813,869,118,951.05
Devin.Setoguchi,R,MIN,53,20122013,25,3,9,13,0.83,1.19,48.1,102.56,-1.13,-44,556,600,69,652.98
Devin.Setoguchi,R,WPG,75,20132014,26,3.25,7,15,0.43,0.92,48.82,98.03,-1.57,-43,890,933,100,979.22
Devin.Setoguchi,R,CGY,12,20142015,27,0.75,0,0,0,0,42.5,89.64,1.03,-36,102,138,8,128.18
Damon.Severson,D,N.J,51,20142015,20,0.642,4,4,0.27,0.27,50.36,98.46,2.25,11,760,749,65,895.27
Damon.Severson,D,N.J,63,20152016,21,0.575,1,13,0.06,0.81,48.66,100.34,2.24,-41,746,787,59,966.22
Dan.Sexton,R,ANA,41,20092010,22,0.575,7,9,0.85,1.09,53.14,98.14,6.57,55,465,410,72,494.39
Dan.Sexton,R,ANA,48,20102011,23,0.575,2,8,0.23,0.92,43.05,97.27,-3.4,-122,378,500,71,519.27
Michael.Sgarbossa,C,COL,6,20122013,20,0.598,0,0,0,0,46.34,83.33,-2.01,-6,38,44,5,50.11
Michael.Sgarbossa,C,COL,3,20142015,22,0.6,0,1,0,3.02,40,106.41,-7.09,-9,18,27,2,19.88
Brendan.Shanahan,LR,NYR,83,20072008,38,NA,9,16,0.59,1.05,51.72,100.11,-2.38,57,858,801,148,918.62
Brendan.Shanahan,LR,N.J,41,20082009,39,0.8,4,8,0.53,1.06,46.34,99.53,-8.67,-59,373,432,66,452.05
Ryan.Shannon,C,VAN,27,20072008,24,NA,1,6,0.25,1.52,52.93,99.32,2.44,23,208,185,19,236.8
Ryan.Shannon,C,OTT,35,20082009,25,0.605,5,8,0.72,1.15,48.68,100.33,-1.62,-17,313,330,41,415.83
Ryan.Shannon,C,OTT,67,20092010,26,0.6,4,7,0.34,0.6,55.97,94.25,5.18,142,666,524,81,705.16
Ryan.Shannon,C,OTT,79,20102011,27,0.625,5,11,0.38,0.84,54.39,99.41,5.69,121,750,629,86,789.16
Ryan.Shannon,C,T.B,45,20112012,28,0.625,3,6,0.38,0.77,50.83,97.31,3.22,13,399,386,35,467.63
Macgregor.Sharp,CL,ANA,8,20092010,23,0.738,0,0,0,0,37.29,100,-11.94,-15,22,37,6,35.1
Patrick.Sharp,L,CHI,80,20072008,25,NA,17,16,1.04,0.98,48.39,104.39,-1.89,-51,764,815,118,976.46
Patrick.Sharp,L,CHI,78,20082009,26,3.3,19,11,1.17,0.68,55.49,100.63,2.88,179,904,725,128,971.18
Patrick.Sharp,L,CHI,104,20092010,27,4,23,34,0.99,1.47,58.87,101.17,4.88,439,1457,1018,221,1391.97
Patrick.Sharp,L,CHI,81,20102011,28,4.1,18,23,0.95,1.22,53.7,98.98,2.63,154,1117,963,185,1134.31
Patrick.Sharp,L,CHI,80,20112012,29,4.2,23,22,1.21,1.16,57.77,100.58,6.47,331,1231,900,206,1141.29
Patrick.Sharp,L,CHI,51,20122013,30,6,11,11,0.9,0.9,53.73,101.18,-1.1,95,685,590,122,730.53
Patrick.Sharp,L,CHI,101,20132014,31,6.5,24,30,0.95,1.19,55.22,100.34,1.61,295,1561,1266,244,1517.84
Patrick.Sharp,L,CHI,91,20142015,32,6.5,11,26,0.55,1.31,54.74,98.8,2.41,218,1260,1042,210,1193.66
Patrick.Sharp,L,DAL,67,20152016,33,5.5,12,15,0.76,0.95,54.81,97.95,1.96,181,1032,851,138,947.01
Kevin.Shattenkirk,D,COL/STL,72,20102011,21,0.875,6,18,0.32,0.95,51.31,100.25,3.14,52,1019,967,70,1132.27
Kevin.Shattenkirk,D,STL,90,20112012,22,0.875,5,20,0.21,0.86,53.91,101.72,1.98,192,1323,1131,121,1401.83
Kevin.Shattenkirk,D,STL,54,20122013,23,0.875,3,11,0.21,0.77,55.41,99.55,5.18,152,779,627,62,856.27
Kevin.Shattenkirk,D,STL,87,20132014,24,3.3,4,16,0.18,0.7,54.72,99.35,2.81,222,1287,1065,118,1367.72
Kevin.Shattenkirk,D,STL,62,20142015,25,4.2,4,19,0.23,1.1,54.98,102.94,4.82,186,1026,840,90,1036.12
Kevin.Shattenkirk,D,STL,63,20152016,26,4.3,5,5,0.3,0.3,52.19,97.34,1.09,78,928,850,96,1013.23
Andrew.Shaw,CR,CHI,40,20112012,20,0.565,11,6,1.28,0.7,53.64,97.02,-1.92,64,471,407,60,515.16
Andrew.Shaw,CR,CHI,71,20122013,21,0.565,11,9,0.73,0.6,54.04,101.49,-0.79,120,803,683,73,900.9
Andrew.Shaw,CR,CHI,92,20132014,22,0.565,15,20,0.77,1.03,56.59,101.28,2.74,271,1163,892,119,1168.17
Andrew.Shaw,CR,CHI,102,20142015,23,1.5,10,12,0.49,0.59,53.54,96.96,0.58,158,1195,1037,145,1219.44
Andrew.Shaw,CR,CHI,73,20152016,24,2.5,5,14,0.33,0.92,50.4,102.25,-0.69,14,883,869,118,916.63
Logan.Shaw,R,FLA,51,20152016,22,0.693,2,2,0.22,0.22,45.06,97.27,-4.59,-85,388,473,55,550.89
Riley.Sheahan,C,DET,1,20112012,19,0.9,0,0,0,0,44.44,NA,-8.68,-1,4,5,3,5.28
Riley.Sheahan,C,DET,1,20122013,20,0.715,0,0,0,0,62.5,100,4.92,2,5,3,1,5.38
Riley.Sheahan,C,DET,47,20132014,21,0.74,7,11,0.77,1.21,56.8,102.7,5.77,131,547,416,45,543.4
Riley.Sheahan,C,DET,86,20142015,22,0.85,7,16,0.43,0.97,55.16,98.86,2.41,168,898,730,91,985.79
Riley.Sheahan,C,DET,72,20152016,23,1.05,5,9,0.36,0.65,51.58,97.27,-0.22,45,734,689,87,827.27
Conor.Sheary,F,PIT,34,20152016,23,0.667,5,2,0.99,0.4,57.3,97.54,2.61,78,306,228,35,303.05
Jody.Shelley,L,CBJ/S.J,68,20072008,31,NA,1,6,0.16,0.97,51.28,96.13,-3.59,14,280,266,41,370.05
Jody.Shelley,L,S.J,71,20082009,32,0.725,2,2,0.28,0.28,50.78,96.43,-3.63,10,324,314,40,427.39
Jody.Shelley,L,NYR/S.J,56,20092010,33,0.725,2,7,0.33,1.15,48.97,103.21,-1.88,-12,284,296,45,364.99
Jody.Shelley,L,PHI,60,20102011,34,1.2,2,2,0.33,0.33,42.23,101.36,-7.99,-96,261,357,29,365.62
Jody.Shelley,L,PHI,30,20112012,35,1.2,0,1,0,0.37,43.48,93.22,-8.29,-36,120,156,17,160.38
Jody.Shelley,L,PHI,1,20122013,36,0.9,0,0,0,0,44.44,NA,-16.32,-1,4,5,0,7.7
James.Sheppard,C,MIN,84,20072008,19,0.85,4,12,0.3,0.89,50.31,100.27,1.64,8,658,650,56,812.99
James.Sheppard,C,MIN,82,20082009,20,0.85,5,16,0.29,0.94,46.14,98.81,-1.47,-135,807,942,63,1024.17
James.Sheppard,C,MIN,64,20092010,21,0.85,2,3,0.17,0.26,45.38,97.3,-2.24,-114,560,674,58,695.13
James.Sheppard,C,S.J,43,20122013,24,0.825,1,3,0.12,0.37,47.46,95.13,-3.86,-46,429,475,49,480.2
James.Sheppard,C,S.J,74,20132014,25,0.83,6,19,0.42,1.34,52.34,100.59,-0.46,71,794,723,87,847.72
James.Sheppard,C,NYR/S.J,84,20142015,26,1.3,8,9,0.49,0.55,47.21,99.59,-3.75,-100,846,946,77,983.05
Hunter.Shinkaruk,L,VAN,1,20152016,20,0.925,0,0,0,0,33.33,100,-12.57,-3,3,6,0,10.62
Brendan.Shinnimin,C,ARI,12,20142015,23,0.718,0,1,0,0.49,49.07,100,-3.7,-4,105,109,9,122.28
Sergei.Shirokov,LR,VAN,6,20092010,23,0.85,0,0,0,0,49.57,87.71,-5.93,-1,57,58,4,63.25
Sergei.Shirokov,LR,VAN,2,20102011,24,0.85,1,0,3.05,0,66.67,105.88,21.15,13,26,13,5,19.7
Devin.Shore,C,DAL,3,20152016,21,0.818,0,0,0,0,33.33,115.24,-16.43,-20,20,40,1,35.62
Drew.Shore,CR,FLA,43,20122013,21,0.9,1,8,0.1,0.83,55.47,93.83,7.72,124,629,505,80,581.33
Drew.Shore,CR,FLA,24,20132014,22,0.9,3,2,0.78,0.52,51.17,99.71,-1.24,9,196,187,16,230.76
Drew.Shore,CR,CGY,12,20142015,23,0.9,1,2,0.47,0.95,40.41,94.8,-2.45,-47,99,146,14,126.43
Nicholas.Shore,C,L.A,34,20142015,21,0.925,1,5,0.18,0.88,52.71,100.24,-3.69,31,301,270,31,342.07
Nicholas.Shore,C,L.A,65,20152016,22,0.6,3,4,0.25,0.33,61.16,95.38,7.04,281,770,489,73,728.65
Justin.Shugg,RL,CAR,3,20142015,22,0.6,0,0,0,0,47.83,100,-0.72,-1,11,12,3,17.67
Duncan.Siemens,D,COL,1,20142015,21,NA,0,0,0,0,44.44,101.79,3.86,-2,8,10,0,12.28
Jaime.Sifers,D,TOR,23,20082009,25,0.505,0,1,0,0.24,51.07,95.05,-0.6,10,238,228,20,246.24
Jaime.Sifers,D,MIN,14,20092010,26,0.65,0,0,0,0,43.8,102.8,-3.55,-34,120,154,8,159.28
Jakob.Silfverberg,RL,OTT,2,20112012,20,0.79,0,0,0,0,50,100,-2.76,0,19,19,1,19.06
Jakob.Silfverberg,RL,OTT,58,20122013,21,0.9,8,10,0.66,0.82,53.42,101.23,0.36,100,781,681,119,729.52
Jakob.Silfverberg,RL,ANA,65,20132014,22,0.9,8,13,0.66,1.07,49.4,99.82,-0.34,-17,701,718,99,729.62
Jakob.Silfverberg,RL,ANA,97,20142015,23,0.85,11,28,0.52,1.32,51.69,101.78,0.66,79,1209,1130,178,1268.62
Jakob.Silfverberg,RL,ANA,72,20152016,24,3.75,9,11,0.57,0.7,55.11,98.04,2.95,175,943,768,152,940.31
